1,1092000
2,529200
3,548800
4,492800
5,623000
6,532000
7,597800
8,176400
9,418600
10,632800
11,610400
12,621600
13,624400
14,701400
15,463400
16,149800
17,478800
18,649600
19,648200
20,679000
21,628600
22,656600
23,624400
24,639800
25,697200
26,558600
27,44800
28,421400
29,651000
30,676200
31,632800
32,533400
33,583800
34,611800
35,571200
36,653800
37,498400
38,665000
39,653800
40,207200
41,466200
42,653800
43,645400
44,691600
45,613200
46,621600
47,631400
48,611800
49,525000
50,604800
51,625800
52,30800
53,589400
54,651000
55,582400
56,144200
57,387800
58,618800
59,533400
60,638400
61,705600
62,595000
63,648200
64,326200
65,243600
66,49000
67,476000
68,673400
69,631400
70,616000
71,548800
72,525000
73,555800
74,466200
75,88200
76,284200
77,362600
78,82600
79,578200
80,509600
81,616000
82,561400
83,666400
84,659400
85,676200
86,634200
87,544600
88,624400
89,555800
90,680400
91,670600
92,655200
93,166600
94,473200
95,645400
96,33600
97,497000
98,84000
99,159600
100,460600
101,639800
102,555800
103,581000
104,590800
105,610400
106,638400
107,480200
108,639800
109,642600
110,653800
111,610400
112,119000
113,410200
114,508200
115,604800
116,638400
117,635600
118,635600
119,505400
120,599200
121,634200
122,621600
123,637000
124,520800
125,515200
126,662200
127,532000
128,582400
129,639800
130,93800
131,512400
132,634200
133,613200
134,632800
135,595000
136,631400
137,632800
138,553000
139,1400
140,525000
141,165200
142,371000
143,554400
144,658000
145,407400
146,210000
147,593600
148,520800
149,578200
150,16800
151,645400
152,365400
153,299600
154,317800
155,603400
156,614600
157,397600
158,200200
159,526400
160,406000
161,186200
162,662200
163,653800
164,655200
165,627200
166,562800
167,649600
168,638400
169,613200
170,637000
171,583800
172,610400
173,618800
174,567000
175,616000
176,673400
177,544600
178,431200
179,137200
180,583800
181,616000
182,567000
183,54600
184,543200
185,511000
186,540400
187,564200
188,614600
189,669200
190,694400
191,611800
192,572600
193,533400
194,621600
195,641200
196,667800
197,525000
198,158200
199,546000
200,652400
201,652400
202,232400
203,415800
204,611800
205,651000
206,586600
207,667800
208,660800
209,611800
210,593600
211,208600
212,428400
213,617400
214,564200
215,508200
216,138600
217,518000
218,635600
219,553000
220,639800
221,495600
222,667800
223,672000
224,582400
225,554400
226,567000
227,676200
228,635600
229,610400
230,513800
231,81200
232,581000
233,533400
234,389200
235,182000
236,443800
237,544600
238,130200
239,624400
240,568400
241,645400
242,624400
243,595000
244,618800
245,11200
246,694400
247,669200
248,658000
249,477400
250,429800
251,609000
252,681800
253,606200
254,585200
255,532000
256,680400
257,684600
258,656600
259,690200
260,648200
261,610400
262,651000
263,600600
264,238000
265,343000
266,624400
267,592200
268,634200
269,660800
270,627200
271,687400
272,578200
273,553000
274,592200
275,674800
276,539000
277,638400
278,88200
279,457800
280,579600
281,646800
282,469000
283,572600
284,617400
285,645400
286,597800
287,670600
288,40600
289,492800
290,379400
291,208600
292,618800
293,627200
294,621600
295,488600
296,2800
297,648200
298,47600
299,648200
300,586600
301,526400
302,627200
303,666400
304,589400
305,676200
306,630000
307,462000
308,422800
309,107800
310,674800
311,631400
312,681800
313,238000
314,410200
315,681800
316,614600
317,625800
318,649600
319,376600
320,257600
321,477400
322,646800
323,617400
324,600600
325,674800
326,291200
327,263200
328,548800
329,637000
330,571200
331,560000
332,631400
333,399000
334,154000
335,651000
336,638400
337,67200
338,498400
339,677600
340,649600
341,646800
342,606200
343,26600
344,229600
345,299600
346,564200
347,680400
348,562800
349,357000
350,239400
351,585200
352,561400
353,532000
354,645400
355,599200
356,630000
357,672000
358,525000
359,544600
360,88200
361,680400
362,599200
363,639800
364,607600
365,71400
366,606200
367,630000
368,564200
369,540400
370,669200
371,606200
372,488600
373,586600
374,642600
375,543200
376,672000
377,392000
378,579600
379,450800
380,68600
381,488600
382,624400
383,18200
384,634200
385,593600
386,597800
387,515200
388,697200
389,617400
390,526400
391,105000
392,656600
393,149800
394,522200
395,569800
396,609000
397,502600
398,606200
399,613200
400,679000
401,498400
402,560000
403,558600
404,557200
405,448000
406,71400
407,506800
408,581000
409,648200
410,497000
411,658000
412,540400
413,134400
414,497000
415,508200
416,631400
417,211400
418,345800
419,618800
420,576800
421,548800
422,172200
423,397600
424,624400
425,614600
426,498400
427,128800
428,560000
429,116200
430,554400
431,464800
432,81200
433,648200
434,691600
435,572600
436,49000
437,597800
438,491400
439,544600
440,669200
441,588000
442,506800
443,592200
444,609000
445,642600
446,373800
447,488600
448,627200
449,436800
450,655200
451,534800
452,642600
453,611800
454,476000
455,74200
456,456400
457,406000
458,590800
459,581000
460,523600
461,660800
462,483000
463,588000
464,651000
465,574000
466,631400
467,639800
468,631400
469,550200
470,576800
471,49000
472,497000
473,688800
474,613200
475,674800
476,527800
477,105000
478,546000
479,560000
480,634200
481,470400
482,607600
483,618800
484,600600
485,599200
486,333200
487,289800
488,639800
489,607600
490,124600
491,389200
492,651000
493,638400
494,572600
495,667800
496,428400
497,561400
498,621600
499,555800
500,681800
501,168000
502,481600
503,567000
504,467600
505,149800
506,336000
507,674800
508,638400
509,630000
510,485800
511,541800
512,617400
513,515200
514,85400
515,627200
516,33600
517,599200
518,655200
519,523600
520,525000
521,537600
522,590800
523,635600
524,588000
525,547400
526,653800
527,98000
528,576800
529,617400
530,546000
531,485800
532,683200
533,39200
534,585200
535,590800
536,600600
537,525000
538,590800
539,642600
540,649600
541,109200
542,512400
543,452200
544,641200
545,527800
546,688800
547,565600
548,644000
549,597800
550,665000
551,618800
552,592200
553,639800
554,30800
555,624400
556,72800
557,417200
558,613200
559,613200
560,490000
561,659400
562,365400
563,128800
564,646800
565,544600
566,351400
567,313600
568,653800
569,121800
570,550200
571,707000
572,582400
573,238000
574,343000
575,614600
576,126000
577,548800
578,579600
579,502600
580,596400
581,631400
582,536200
583,681800
584,88200
585,473200
586,582400
587,655200
588,520800
589,96600
590,572600
591,483000
592,429800
593,627200
594,568400
595,282800
596,326200
597,610400
598,82600
599,429800
600,586600
601,627200
602,630000
603,555800
604,103600
605,512400
606,582400
607,638400
608,579600
609,539000
610,684600
611,518000
612,459200
613,131600
614,15400
615,562800
616,646800
617,529200
618,488600
619,599200
620,627200
621,655200
622,553000
623,592200
624,512400
625,74200
626,658000
627,641200
628,14000
629,655200
630,539000
631,592200
632,597800
633,460600
634,627200
635,576800
636,81200
637,560000
638,550200
639,336000
640,207200
641,660800
642,560000
643,37800
644,613200
645,614600
646,595000
647,537600
648,64400
649,627200
650,526400
651,576800
652,25200
653,593600
654,631400
655,604800
656,604800
657,215600
658,453600
659,644000
660,266000
661,312200
662,568400
663,632800
664,638400
665,604800
666,511000
667,96600
668,438200
669,604800
670,632800
671,604800
672,534800
673,677600
674,64400
675,499800
676,617400
677,523600
678,581000
679,429800
680,663600
681,565600
682,315000
683,214200
684,474600
685,659400
686,644000
687,417200
688,604800
689,600600
690,546000
691,604800
692,562800
693,33600
694,513800
695,550200
696,634200
697,693000
698,597800
699,35000
700,595000
701,611800
702,644000
703,574000
704,604800
705,681800
706,681800
707,562800
708,616000
709,593600
710,138600
711,432600
712,541800
713,635600
714,529200
715,550200
716,464800
717,665000
718,523600
719,156800
720,530600
721,599200
722,245000
723,226800
724,541800
725,651000
726,530600
727,515200
728,616000
729,522200
730,649600
731,665000
732,604800
733,558600
734,9800
735,635600
736,16800
737,599200
738,659400
739,651000
740,596400
741,558600
742,575400
743,57400
744,572600
745,548800
746,543200
747,110600
748,217000
749,371000
750,634200
751,648200
752,516600
753,168000
754,662200
755,547400
756,508200
757,688800
758,173600
759,490000
760,651000
761,610400
762,627200
763,568400
764,667800
765,613200
766,652400
767,623000
768,621600
769,553000
770,581000
771,600600
772,404600
773,665000
774,595000
775,677600
776,665000
777,429800
778,253400
779,687400
780,4200
781,583800
782,607600
783,674800
784,593600
785,634200
786,625800
787,653800
788,617400
789,602000
790,639800
791,19600
792,599200
793,560000
794,659400
795,666400
796,561400
797,624400
798,589400
799,553000
800,604800
801,628600
802,606200
803,651000
804,8400
805,498400
806,35000
807,257600
808,313600
809,273000
810,372400
811,551600
812,669200
813,586600
814,502600
815,623000
816,512400
817,593600
818,618800
819,635600
820,606200
821,694400
822,673400
823,586600
824,527800
825,649600
826,609000
827,610400
828,667800
829,662200
830,543200
831,166600
832,441000
833,523600
834,642600
835,700000
836,651000
837,544600
838,618800
839,632800
840,37800
841,541800
842,536200
843,491400
844,100800
845,621600
846,690200
847,659400
848,665000
849,639800
850,658000
851,569800
852,567000
853,196000
854,467600
855,667800
856,14000
857,673400
858,634200
859,623000
860,607600
861,540400
862,585200
863,634200
864,669200
865,271600
866,344400
867,688800
868,634200
869,592200
870,527800
871,540400
872,61600
873,537600
874,540400
875,607600
876,592200
877,543200
878,77000
879,463400
880,403200
881,218400
882,576800
883,581000
884,539000
885,387800
886,217000
887,581000
888,565600
889,588000
890,565600
891,147000
892,485800
893,431200
894,676200
895,523600
896,680400
897,560000
898,571200
899,641200
900,452200
901,632800
902,2800
903,609000
904,679000
905,616000
906,635600
907,618800
908,669200
909,511000
910,446600
911,186200
912,660800
913,359800
914,305200
915,616000
916,646800
917,637000
918,537600
919,665000
920,544600
921,604800
922,646800
923,637000
924,672000
925,582400
926,663600
927,662200
928,630000
929,606200
930,609000
931,9800
932,582400
933,702800
934,611800
935,632800
936,576800
937,348600
938,204400
939,674800
940,659400
941,630000
942,527800
943,555800
944,92400
945,466200
946,606200
947,589400
948,658000
949,252000
950,434000
951,641200
952,658000
953,658000
954,551600
955,627200
956,582400
957,508200
958,492800
959,509600
960,642600
961,613200
