0 0
30 72333
60 54927
90 60853
120 61880
150 81433
180 65193
210 87267
240 55860
270 61413
300 80687
330 60573
360 88807
390 82600
420 58520
450 61787
480 77420
510 64960
540 58940
570 77373
600 37007
630 81107
660 85447
690 60107
720 85400
750 63327
780 79893
810 77327
840 64540
870 75087
900 80500
930 83067
960 74340
990 60947
1020 62673
1050 80407
1080 53900
1110 79660
1140 53527
1170 74433
1200 66033
1230 64540
1260 82133
1290 81667
1320 61880
1350 77093
1380 55860
1410 57307
1440 84933
1470 82133
1500 62720
1530 105000
1560 64680
1590 80407
1620 78447
1650 82507
1680 79333
1710 80733
1740 74107
1770 82087
1800 108220
1830 73267
1860 57447
1890 90393
1920 103040
1950 83720
1980 81527
2010 81480
2040 74713
2070 103460
2100 78913
2130 81900
2160 80220
2190 78587
2220 83953
2250 107333
2280 79193
2310 79287
2340 79987
2370 102853
2400 81947
2430 99633
2460 77933
2490 104673
2520 84140
2550 100333
2580 75367
2610 88387
2640 99447
2670 86753
2700 98653
2730 96973
2760 72147
2790 99167
2820 77187
2850 77327
2880 82413
2910 103507
2940 76440
2970 107100
3000 75133
3030 108593
3060 74947
3090 123853
3120 78727
3150 122033
3180 76580
3210 99447
3240 98607
3270 102340
3300 94453
3330 95853
3360 98793
3390 96647
3420 83067
3450 99493
3480 100987
3510 95853
3540 103927
3570 100380
3600 94500
3630 128707
3660 98933
3690 99773
3720 91933
3750 117133
3780 100380
3810 98653
3840 94453
3870 120447
3900 103320
3930 96787
3960 98840
3990 81293
4020 78447
4050 103367
4080 98513
4110 119653
4140 90533
4170 117880
4200 111207
4230 121753
4260 126607
4290 117367
4320 114007
4350 110320
4380 101920
4410 104347
4440 96973
4470 129033
4500 101967
4530 102900
4560 121053
4590 100240
4620 85540
4650 126653
4680 102667
4710 119980
4740 99960
4770 119280
4800 122033
4830 121893
4860 121567
4890 124227
4920 125487
4950 126000
4980 122127
5010 108080
5040 113587
5070 115173
5100 114800
5130 135847
5160 121100
5190 146440
5220 121567
5250 148960
5280 146160
5310 139253
5340 124647
5370 135940
5400 143313
5430 147280
5460 122313
5490 147980
5520 158993
5550 137993
5580 143500
5610 165340
5640 150407
5670 168280
5700 140840
5730 156567
5760 156660
5790 174160
5820 137527
5850 170193
5880 140420
5910 172340
5940 138647
5970 163660
6000 166600
6030 144900
6060 173180
6090 168887
6120 154373
6150 167253
6180 128707
6210 169727
6240 129127
6270 133327
6300 167160
6330 182980
6360 166927
6390 180833
6420 110273
6450 144807
6480 179993
6510 184147
6540 204680
6570 178733
6600 195627
6630 229647
6660 198007
6690 193200
6720 191707
6750 224747
6780 206827
6810 230580
6840 191567
6870 256340
6900 221807
6930 239727
6960 249013
6990 244720
7020 217000
7050 243133
7080 241733
7110 246587
7140 290220
7170 269453
7200 304267
7230 300767
7260 313367
7290 318780
7320 305293
7350 352100
7380 330073
7410 394100
7440 364187
7470 448840
7500 377860
7530 484960
7560 477773
7560 0
