1,1400
2,1934800
3,1157800
4,14000
5,590800
6,8400
7,14000
8,1031800
9,15400
10,1376200
11,14000
12,1400000
13,1400
14,14000
15,1391600
16,1400
17,12600
18,634200
19,14000
20,680400
21,1400
22,14000
23,1359400
24,1400
25,2800
26,14000
27,267400
28,1094800
29,7000
30,137200
31,1248800
32,1400
33,14000
34,1097600
35,14000
36,161000
37,7000
38,18200
39,1415400
40,4200
41,14000
42,380800
43,274400
44,732200
45,5600
46,14000
47,711200
48,606200
49,1400
50,1400
51,14000
52,690200
53,236600
54,428400
55,9800
56,568400
57,684600
58,2800
59,15400
60,1388800
61,707000
62,455000
63,211400
64,278600
65,422800
66,610400
67,77000
68,700000
69,707000
70,597800
71,96600
72,707000
73,701400
74,707000
75,707000
76,669200
77,2800
78,676200
79,4200
80,7000
81,1337000
82,2800
83,7000
84,7000
85,1316000
86,4200
87,7000
88,4200
89,75600
90,718200
91,413000
92,26600
93,7000
94,1201200
95,7000
96,7000
97,134400
98,43400
99,7000
100,7000
101,1292200
102,1400
103,7000
104,7000
105,1107400
106,7000
107,7000
108,152600
109,7000
110,7000
111,238000
112,1003800
113,5600
114,558600
115,137200
116,37800
117,7000
118,117600
119,5600
120,1190000
121,1400
122,7000
123,7000
124,313600
125,7000
126,1019200
127,7000
128,5600
129,7000
130,1365000
131,46200
132,7000
133,7000
134,357000
135,747600
136,7000
137,380800
138,46200
139,5600
140,7000
141,403200
142,2800
143,7000
144,1027600
145,271600
146,64400
147,707000
148,79800
149,7000
150,140000
151,7000
152,7000
153,463400
154,2800
155,7000
156,39200
157,1253000
158,4200
159,252000
160,1013600
161,49000
162,1306200
163,44800
164,4200
165,7000
166,1393000
167,49000
168,5600
169,4200
170,5600
171,1059800
172,7000
173,7000
174,217000
175,579600
176,105000
177,18200
178,7000
179,777000
180,222600
181,214200
182,28000
183,7000
184,7000
185,1185800
186,7000
187,7000
188,141400
189,7000
190,1258600
191,23800
192,33600
193,662200
194,8400
195,7000
196,691600
197,4200
198,7000
199,708400
200,638400
201,5600
202,7000
203,1152200
204,242200
205,707000
206,145600
207,7000
208,5600
209,194600
210,5600
211,7000
212,578200
213,625800
214,193200
215,698600
216,5600
217,7000
218,7000
219,158200
220,1225000
221,77000
222,7000
223,7000
224,604800
225,1400
226,1402800
227,1400
228,1412600
229,1409800
230,1318800
231,95200
232,1388800
233,4200
234,1386000
235,32200
236,1190000
237,5600
238,5600
239,77000
240,196000
241,1121400
242,844200
243,501200
244,1009400
245,378000
246,351400
247,1047200
248,1044400
249,358400
250,719600
251,631400
252,700000
253,623000
254,764400
255,639800
256,704200
257,707000
258,1386000
259,123200
260,1282400
261,1303400
262,950600
263,418600
264,1398600
265,704200
266,679000
267,869400
268,501200
269,707000
270,707000
271,1374800
272,1367800
273,700000
274,667800
275,700000
276,704200
277,702800
278,700000
279,791000
280,579600
281,705600
282,686000
283,585200
284,694400
285,704200
286,680400
287,693000
288,707000
289,707000
290,707000
291,704200
292,707000
293,707000
294,9800
295,697200
296,210000
297,7000
298,2800
299,229600
300,14000
301,1619800
302,11200
303,665000
304,14000
305,1103200
306,5600
307,11200
308,984200
309,11200
310,1388800
311,12600
312,264600
313,8400
314,422800
315,14000
316,623000
317,14000
318,740600
319,1400
320,5600
321,14000
322,361200
323,1215200
324,14000
325,1884400
326,9800
327,947800
328,14000
329,266000
330,11200
331,326200
332,364000
333,14000
334,1402800
335,8400
336,95200
337,672000
338,1400
339,15400
340,1282400
341,1400
342,12600
343,1208200
344,1400
345,11200
346,1591800
347,12600
348,1145200
349,14000
350,231000
351,30800
352,996800
353,219800
354,7000
355,14000
356,1366400
357,5600
358,15400
359,334600
360,897400
361,19600
362,623000
363,823200
364,37800
365,26600
366,14000
367,1290800
368,36400
369,2800
370,14000
371,1332800
372,2800
373,15400
374,1401400
375,1400
376,11200
377,1306200
378,8400
379,5600
380,1495200
381,18200
382,1367800
383,9800
384,732200
385,11200
386,599200
387,9800
388,91000
389,1068200
390,119000
391,71400
392,7000
393,14000
394,294000
395,543200
396,16800
397,1825600
398,14000
399,1320200
400,15400
401,628600
402,14000
403,683200
404,114800
405,1061200
406,221200
407,5600
408,14000
409,1367800
410,14000
411,623000
412,14000
413,687400
414,51800
415,14000
416,1306200
417,9800
418,600600
419,186200
