0 0
30 204820
60 230627
90 184240
120 218027
150 193900
180 157873
210 175047
240 203140
270 201833
300 135800
330 155633
360 210327
390 193760
420 233847
450 166087
480 195113
510 140047
540 228667
570 184240
600 231233
630 229647
660 256387
690 228153
720 280373
750 225307
780 233100
810 246027
840 226753
870 223160
900 258067
930 228060
960 281400
990 278367
1020 275147
1050 179853
1080 232307
1110 271367
1140 272953
1170 274587
1200 276827
1230 243693
1260 252840
1290 266327
1320 276640
1350 228013
1380 322233
1410 283780
1440 262873
1470 314160
1500 333200
1530 338520
1560 322000
1590 357980
1620 346593
1650 259840
1680 213313
1710 323400
1740 325360
1770 368340
1800 263013
1830 389760
1860 374827
1890 364793
1920 373707
1950 388593
1980 440393
2010 314767
2040 463260
2070 420607
2100 397880
2130 432927
2160 472033
2190 395547
2220 449540
2250 350793
2280 368340
2310 459340
2340 503393
2370 504560
2400 467693
2430 508900
2460 571153
2490 531113
2520 474973
2550 562847
2580 594580
2610 563127
2640 648527
2670 646380
2700 650580
2730 628973
2760 874860
2790 701353
2820 807660
2850 793567
2880 860207
2910 867020
2940 792447
2970 686793
3000 714047
3030 233
3030 0
